sentence1,sentence2,label
商标名称：尼康，拼音：ni2-kang1，笔画：51335-41351124134,商标名称：尼蘼，拼音：ni2-mi2，笔画：51335-1224131234123420000000,0
商标名称：尼康，拼音：ni2-kang1，笔画：51335-41351124134,商标名称：尼鏖，拼音：ni2-ao2，笔画：51335-4135221153534110000,0
商标名称：尼康，拼音：ni2-kang1，笔画：51335-41351124134,商标名称：尼靡，拼音：ni2-mi2，笔画：51335-4131234123421110000,0
商标名称：尼康，拼音：ni2-kang1，笔画：51335-41351124134,商标名称：尼靥，拼音：ni2-ye4，笔画：51335-131344132522111,0
商标名称：尼康，拼音：ni2-kang1，笔画：51335-41351124134,商标名称：尼餍，拼音：ni2-yan4，笔画：51335-131344344511534,0
商标名称：尼康，拼音：ni2-kang1，笔画：51335-41351124134,商标名称：尼魇，拼音：ni2-yan3，笔画：51335-131344325113554,0
商标名称：尼康，拼音：ni2-kang1，笔画：51335-41351124134,商标名称：尼魔，拼音：ni2-mo2，笔画：51335-41312341234325100000,0
商标名称：尼康，拼音：ni2-kang1，笔画：51335-41351124134,商标名称：尼鹰，拼音：ni2-ying1，笔画：51335-413323241112135000,0
商标名称：尼康，拼音：ni2-kang1，笔画：51335-41351124134,商标名称：尼麇，拼音：ni2-jun1，笔画：51335-4135221153531230,0
商标名称：尼康，拼音：ni2-kang1，笔画：51335-41351124134,商标名称：尼麈，拼音：ni2-zhu3，笔画：51335-4135221153541120,0
商标名称：尼康，拼音：ni2-kang1，笔画：51335-41351124134,商标名称：尼麋，拼音：ni2-mi2，笔画：51335-41352211535431200,0
商标名称：尼康，拼音：ni2-kang1，笔画：51335-41351124134,商标名称：尼麝，拼音：ni2-she4，笔画：51335-413522115353251000000,0
商标名称：尼康，拼音：ni2-kang1，笔画：51335-41351124134,商标名称：尼麾，拼音：ni2-hui1，笔画：51335-413123412343115,0
商标名称：戴森，拼音：dai4-sen1，笔画：12125121122134500-123412341234,商标名称：截森，拼音：jie2-sen1，笔画：12132411121534-123412341234,0
商标名称：惠普，拼音：hui4-pu3，笔画：125112144544-431224312511,商标名称：崽普，拼音：zai3-pu3，笔画：252251214544-431224312511,0
商标名称：惠普，拼音：hui4-pu3，笔画：125112144544-431224312511,商标名称：怠普，拼音：dai4-pu3，笔画：542514544-431224312511,0
商标名称：惠普，拼音：hui4-pu3，笔画：125112144544-431224312511,商标名称：急普，拼音：ji2-pu3，笔画：355114544-431224312511,0
商标名称：惠普，拼音：hui4-pu3，笔画：125112144544-431224312511,商标名称：息普，拼音：xi1-pu3，笔画：3251114544-431224312511,0
商标名称：惠普，拼音：hui4-pu3，笔画：125112144544-431224312511,商标名称：患普，拼音：huan4-pu3，笔画：25125124544-431224312511,0
商标名称：戴尔，拼音：dai4-er3，笔画：12125121122134500-35234,商标名称：截尔，拼音：jie2-er3，笔画：12132411121534-35234,0
商标名称：英特尔，拼音：ying1-te4-er3，笔画：12225134-3121121124-35234,商标名称：芙特尔，拼音：fu2-te4-er3，笔画：1221134-3121121124-35234,0
商标名称：英特尔，拼音：ying1-te4-er3，笔画：12225134-3121121124-35234,商标名称：荚特尔，拼音：jia2-te4-er3，笔画：122143134-3121121124-35234,0
商标名称：英伟达，拼音：ying1-wei3-da2，笔画：12225134-321152-134454,商标名称：芙伟达，拼音：fu2-wei3-da2，笔画：1221134-321152-134454,0
商标名称：英伟达，拼音：ying1-wei3-da2，笔画：12225134-321152-134454,商标名称：荚伟达，拼音：jia2-wei3-da2，笔画：122143134-321152-134454,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：凛师傅，拼音：lin3-shi1-fu4，笔画：414125251111234-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：厚师傅，拼音：hou4-shi1-fu4，笔画：132511521-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：唐师傅，拼音：tang2-shi1-fu4，笔画：4135112251-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：展师傅，拼音：zhan3-shi1-fu4，笔画：5131221534-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：庸师傅，拼音：yong1-shi1-fu4，笔画：41351125112-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：廑师傅，拼音：jin3-shi1-fu4，笔画：41312212511121-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：廛师傅，拼音：chan2-shi1-fu4，笔画：413251121134121-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：廪师傅，拼音：lin3-shi1-fu4，笔画：4134125251111230-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：摩师傅，拼音：mo2-shi1-fu4，笔画：413123412343112-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：磨师傅，拼音：mo2-shi1-fu4，笔画：4131234123413250-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：禀师傅，拼音：bing3-shi1-fu4，笔画：4125251111234-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：糜师傅，拼音：mi2-shi1-fu4，笔画：41312341234431200-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：縻师傅，拼音：mi2-shi1-fu4，笔画：41312341234554200-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：膺师傅，拼音：ying1-shi1-fu4，笔画：41332324111212500-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：蘑师傅，拼音：mo2-shi1-fu4，笔画：1224131234123410000-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：蘼师傅，拼音：mi2-shi1-fu4，笔画：1224131234123420000000-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：鏖师傅，拼音：ao2-shi1-fu4，笔画：4135221153534110000-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：靡师傅，拼音：mi2-shi1-fu4，笔画：4131234123421110000-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：靥师傅，拼音：ye4-shi1-fu4，笔画：131344132522111-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：餍师傅，拼音：yan4-shi1-fu4，笔画：131344344511534-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：魇师傅，拼音：yan3-shi1-fu4，笔画：131344325113554-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：魔师傅，拼音：mo2-shi1-fu4，笔画：41312341234325100000-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：鹰师傅，拼音：ying1-shi1-fu4，笔画：413323241112135000-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：麇师傅，拼音：jun1-shi1-fu4，笔画：4135221153531230-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：麈师傅，拼音：zhu3-shi1-fu4，笔画：4135221153541120-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：麋师傅，拼音：mi2-shi1-fu4，笔画：41352211535431200-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：麝师傅，拼音：she4-shi1-fu4，笔画：413522115353251000000-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：麾师傅，拼音：hui1-shi1-fu4，笔画：413123412343115-231252-321251124124,0
商标名称：康师傅，拼音：kang1-shi1-fu4，笔画：41351124134-231252-321251124124,商标名称：康师博，拼音：kang1-shi1-bo2，笔画：41351124134-231252-121251124124,0
商标名称：统一，拼音：tong3-yi1，笔画：551415435-[UNK],商标名称：钪一，拼音：kang4-yi1，笔画：311154135-[UNK],0
商标名称：统一，拼音：tong3-yi1，笔画：551415435-[UNK],商标名称：铳一，拼音：chong4-yi1，笔画：31115415435-[UNK],0
商标名称：农夫山泉，拼音：nong2-fu1-shan1-quan2，笔画：453534-1134-252-325112534,商标名称：农央山泉，拼音：nong2-yang1-shan1-quan2，笔画：453534-25134-252-325112534,0
商标名称：农夫山泉，拼音：nong2-fu1-shan1-quan2，笔画：453534-1134-252-325112534,商标名称：农失山泉，拼音：nong2-shi1-shan1-quan2，笔画：453534-31134-252-325112534,0
商标名称：农夫山泉，拼音：nong2-fu1-shan1-quan2，笔画：453534-1134-252-325112534,商标名称：农夹山泉，拼音：nong2-jia1-shan1-quan2，笔画：453534-143134-252-325112534,0
商标名称：农夫山泉，拼音：nong2-fu1-shan1-quan2，笔画：453534-1134-252-325112534,商标名称：农夫山桌，拼音：nong2-fu1-shan1-zhuo1，笔画：453534-1134-252-2125111234,0
商标名称：农夫山泉，拼音：nong2-fu1-shan1-quan2，笔画：453534-1134-252-325112534,商标名称：农夫山臬，拼音：nong2-fu1-shan1-nie4，笔画：453534-1134-252-3251111234,0
商标名称：怡宝，拼音：yi2-bao3，笔画：44254251-44511214,商标名称：恰宝，拼音：qia4-bao3，笔画：442341251-44511214,0
商标名称：怡宝，拼音：yi2-bao3，笔画：44254251-44511214,商标名称：抬宝，拼音：tai2-bao3，笔画：12154251-44511214,0
商标名称：怡宝，拼音：yi2-bao3，笔画：44254251-44511214,商标名称：拾宝，拼音：shi2-bao3，笔画：121341251-44511214,0
商标名称：怡宝，拼音：yi2-bao3，笔画：44254251-44511214,商标名称：饴宝，拼音：yi2-bao3，笔画：35554251-44511214,0
商标名称：雪碧，拼音：xue3-bi4，笔画：14524444511-11213251113251,商标名称：雷碧，拼音：lei2-bi4，笔画：1452444425121-11213251113251,0
商标名称：雪碧，拼音：xue3-bi4，笔画：14524444511-11213251113251,商标名称：雹碧，拼音：bao2-bi4，笔画：1452444435515-11213251113251,0
商标名称：雪碧，拼音：xue3-bi4，笔画：14524444511-11213251113251,商标名称：霉碧，拼音：mei2-bi4，笔画：145244443155414-11213251113251,0
商标名称：雪碧，拼音：xue3-bi4，笔画：14524444511-11213251113251,商标名称：霍碧，拼音：huo4-bi4，笔画：1452444432411120-11213251113251,0
商标名称：王老吉，拼音：wang2-lao3-ji2，笔画：1121-121335-121251,商标名称：予老吉，拼音：yu3-lao3-ji2，笔画：5452-121335-121251,0
商标名称：王老吉，拼音：wang2-lao3-ji2，笔画：1121-121335-121251,商标名称：千老吉，拼音：qian1-lao3-ji2，笔画：312-121335-121251,0
商标名称：王老吉，拼音：wang2-lao3-ji2，笔画：1121-121335-121251,商标名称：壬老吉，拼音：ren2-lao3-ji2，笔画：3121-121335-121251,0
